Transporteur;Gare origine;Gare origine - code UIC;Gare destination;Gare destination - code UIC;Classe;Profil tarifaire;Type de place;Prix minimum;Prix maximum
Intercités de nuit à réservation obligatoire;PORTE PUYMORENS;87611509;PARIS BERCY;87686667;2;Tarif Normal;couchette;29.0;163.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;ST DENIS PRES MARTEL;87594572;2;Tarif Normal;couchette;29.0;136.0
Intercités de nuit à réservation obligatoire;PARIS AUSTERLITZ;87547000;LES ARCS DRAGUIGNAN;87755447;1;Tarif Normal;couchette;39.0;245.0
Intercités de nuit à réservation obligatoire;ROCAMADOUR PADIRAC;87613042;LES AUBRAIS;87543017;2;Tarif Normal;couchette;29.0;123.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;ST JEAN DE LUZ CIBOURE;87677120;2;Tarif Normal;couchette;29.0;142.0
Intercités de nuit à réservation obligatoire;PARIS AUSTERLITZ;87547000;PORT VENDRES VILLE;87784264;1;Tarif Normal;couchette;39.0;238.0
Intercités de nuit à réservation obligatoire;SAVERDUN;87611368;PARIS AUSTERLITZ;87547000;2;Tarif Normal;couchette;29.0;163.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;TARBES;87671008;2;Tarif Normal;couchette;29.0;142.0
Intercités de nuit à réservation obligatoire;PARIS AUSTERLITZ;87547000;RODEZ;87613422;1;Tarif Normal;couchette;39.0;209.0
Intercités de nuit à réservation obligatoire;ST GAUDENS;87611137;LES AUBRAIS;87543017;2;Tarif Normal;couchette;29.0;142.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;TOULON;87755009;2;Tarif Normal;couchette;29.0;158.0
Intercités de nuit à réservation obligatoire;PARIS BERCY;87686667;ANTIBES;87757674;1;Tarif Normal;couchette;39.0;245.0
Intercités de nuit à réservation obligatoire;ST VINCENT DE TYROSSE;87673277;PARIS AUSTERLITZ;87547000;2;Tarif Normal;couchette;29.0;142.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;VIVIEZ DECAZEVILLE;87613661;2;Tarif Normal;couchette;29.0;149.0
Intercités de nuit à réservation obligatoire;PARIS BERCY;87686667;NARBONNE;87781104;1;Tarif Normal;couchette;39.0;233.0
Intercités de nuit à réservation obligatoire;TARASCON SUR ARIEGE;87611590;PARIS AUSTERLITZ;87547000;2;Tarif Normal;couchette;29.0;163.0
Intercités de nuit à réservation obligatoire;SAVERDUN;87611368;PARIS BERCY;87686667;2;Tarif Normal;couchette;29.0;163.0
Intercités de nuit à réservation obligatoire;PARIS BERCY;87686667;SETE;87773200;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;ALBI VILLE;87615005;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;209.0
Intercités de nuit à réservation obligatoire;SAVERDUN;87611368;PARIS GARE DE LYON;87686006;2;Tarif Normal;couchette;29.0;163.0
Intercités de nuit à réservation obligatoire;PARIS BERCY;87686667;TOULOUSE MATABIAU;87611004;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;ANDORRE - L'HOSPITALET;87611517;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;233.0
Intercités de nuit à réservation obligatoire;ST CHRISTOPHE;87613257;PARIS BERCY;87686667;2;Tarif Normal;couchette;29.0;149.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;AGDE;87781278;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;ARGELES SUR MER;87784231;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;238.0
Intercités de nuit à réservation obligatoire;ST VINCENT DE TYROSSE;87673277;PARIS GARE DE LYON;87686006;2;Tarif Normal;couchette;29.0;142.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;AX LES THERMES;87611533;1;Tarif Normal;couchette;39.0;223.0
Intercités de nuit à réservation obligatoire;ASSIER;87613075;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;196.0
Intercités de nuit à réservation obligatoire;TARASCON SUR ARIEGE;87611590;LES AUBRAIS;87543017;2;Tarif Normal;couchette;29.0;132.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;BAYONNE;87673004;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;AUBIN;87613224;LES AUBRAIS;87543017;1;Tarif Normal;couchette;39.0;180.0
Intercités de nuit à réservation obligatoire;TARASCON SUR ARIEGE;87611590;PARIS GARE DE LYON;87686006;2;Tarif Normal;couchette;29.0;163.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;CERBERE;87785006;1;Tarif Normal;couchette;39.0;238.0
Intercités de nuit à réservation obligatoire;AUBIN;87613224;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;209.0
Intercités de nuit à réservation obligatoire;ALBI VILLE;87615005;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;209.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;LES ARCS DRAGUIGNAN;87755447;1;Tarif Normal;couchette;39.0;245.0
Intercités de nuit à réservation obligatoire;AURILLAC;87645002;LES AUBRAIS;87543017;1;Tarif Normal;couchette;39.0;196.0
Intercités de nuit à réservation obligatoire;AUTERIVE;87611384;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;223.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;SETE;87773200;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;AURILLAC;87645002;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;196.0
Intercités de nuit à réservation obligatoire;BEZIERS;87781005;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;ST RAPHAEL VALESCURE;87757526;1;Tarif Normal;couchette;39.0;245.0
Intercités de nuit à réservation obligatoire;BEZIERS;87781005;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;BIARRITZ;87673400;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;TARBES;87671008;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;BIARRITZ;87673400;LES AUBRAIS;87543017;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;BIGANOS FACTURE;87582478;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;VIVIEZ DECAZEVILLE;87613661;1;Tarif Normal;couchette;39.0;209.0
Intercités de nuit à réservation obligatoire;BIARRITZ;87673400;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;BRETENOUX BIARS;87594762;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;196.0
Intercités de nuit à réservation obligatoire;PORT LA NOUVELLE;87781062;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;235.0
Intercités de nuit à réservation obligatoire;BIGANOS FACTURE;87582478;LES AUBRAIS;87543017;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;CANNES;87757625;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;245.0
Intercités de nuit à réservation obligatoire;PORTE PUYMORENS;87611509;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;233.0
Intercités de nuit à réservation obligatoire;BRETENOUX BIARS;87594762;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;196.0
Intercités de nuit à réservation obligatoire;CARMAUX;87615625;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;209.0
Intercités de nuit à réservation obligatoire;ST VINCENT DE TYROSSE;87673277;LES AUBRAIS;87543017;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;CANNES;87757625;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;245.0
Intercités de nuit à réservation obligatoire;CAUSSADE TARN ET GARONNE;87613356;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;ST VINCENT DE TYROSSE;87673277;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;CAPDENAC;87613109;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;196.0
Intercités de nuit à réservation obligatoire;CAUSSADE TARN ET GARONNE;87613356;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;CARCASSONNE;87615286;LES AUBRAIS;87543017;1;Tarif Normal;couchette;39.0;196.0
Intercités de nuit à réservation obligatoire;CRANSAC;87613232;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;209.0
Intercités de nuit à réservation obligatoire;CARCASSONNE;87615286;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;235.0
Intercités de nuit à réservation obligatoire;CREST;87761783;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;200.0
Intercités de nuit à réservation obligatoire;CARMAUX;87615625;LES AUBRAIS;87543017;1;Tarif Normal;couchette;39.0;183.0
Intercités de nuit à réservation obligatoire;DAX;87673202;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;CASTELNAUDARY;87615039;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;235.0
Intercités de nuit à réservation obligatoire;DIE;87761841;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;200.0
Intercités de nuit à réservation obligatoire;CAUSSADE TARN ET GARONNE;87613356;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;GOURDON;87613141;LES AUBRAIS;87543017;1;Tarif Normal;couchette;39.0;179.0
Intercités de nuit à réservation obligatoire;CREST;87761783;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;200.0
Intercités de nuit à réservation obligatoire;GOURDON;87613141;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;194.0
Intercités de nuit à réservation obligatoire;DAX;87673202;LES AUBRAIS;87543017;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;GRAMAT;87613059;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;196.0
Intercités de nuit à réservation obligatoire;DIE;87761841;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;200.0
Intercités de nuit à réservation obligatoire;IRUN FRANCE;87677914;LES AUBRAIS;87543017;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;EMBRUN;87763466;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;220.0
Intercités de nuit à réservation obligatoire;L'ARGENTIERE LES ECRINS   (05);87763557;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;220.0
Intercités de nuit à réservation obligatoire;FIGEAC;87613091;LES AUBRAIS;87543017;1;Tarif Normal;couchette;39.0;183.0
Intercités de nuit à réservation obligatoire;LAROQUEBROU;87645135;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;196.0
Intercités de nuit à réservation obligatoire;GRAMAT;87613059;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;196.0
Intercités de nuit à réservation obligatoire;LES AUBRAIS;87543017;BANYULS SUR MER;87784298;1;Tarif Normal;couchette;39.0;216.0
Intercités de nuit à réservation obligatoire;HENDAYE;87677005;LES AUBRAIS;87543017;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;LES AUBRAIS;87543017;COLLIOURE;87784256;1;Tarif Normal;couchette;39.0;216.0
Intercités de nuit à réservation obligatoire;HENDAYE;87677005;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;LES AUBRAIS;87543017;LOURDES;87671339;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;IRUN FRANCE;87677914;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;LES AUBRAIS;87543017;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;IRUN FRANCE;87677914;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;LES AUBRAIS;87543017;TARBES;87671008;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;L'ARGENTIERE LES ECRINS   (05);87763557;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;220.0
Intercités de nuit à réservation obligatoire;LES AUBRAIS;87543017;VIVIEZ DECAZEVILLE;87613661;1;Tarif Normal;couchette;39.0;183.0
Intercités de nuit à réservation obligatoire;LES AUBRAIS;87543017;CAHORS;87613000;1;Tarif Normal;couchette;39.0;179.0
Intercités de nuit à réservation obligatoire;LES CABANNES;87611574;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;223.0
Intercités de nuit à réservation obligatoire;LES AUBRAIS;87543017;FOIX;87611616;1;Tarif Normal;couchette;39.0;192.0
Intercités de nuit à réservation obligatoire;LEZIGNAN-CORBIERES;87615112;LES AUBRAIS;87543017;1;Tarif Normal;couchette;39.0;196.0
Intercités de nuit à réservation obligatoire;LES AUBRAIS;87543017;RODEZ;87613422;1;Tarif Normal;couchette;39.0;183.0
Intercités de nuit à réservation obligatoire;LEZIGNAN-CORBIERES;87615112;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;225.0
Intercités de nuit à réservation obligatoire;LES AUBRAIS;87543017;ST DENIS PRES MARTEL;87594572;1;Tarif Normal;couchette;39.0;183.0
Intercités de nuit à réservation obligatoire;LOURDES;87671339;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;LES CABANNES;87611574;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;223.0
Intercités de nuit à réservation obligatoire;LUZENAC GARANOU;87611558;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;233.0
Intercités de nuit à réservation obligatoire;LEUCATE LA FRANQUI;87781088;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;235.0
Intercités de nuit à réservation obligatoire;MARSEILLE BLANCARDE;87751081;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;223.0
Intercités de nuit à réservation obligatoire;LUC EN DIOIS;87761874;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;200.0
Intercités de nuit à réservation obligatoire;MERENS LES VALS;87611525;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;233.0
Intercités de nuit à réservation obligatoire;MARSEILLE BLANCARDE;87751081;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;223.0
Intercités de nuit à réservation obligatoire;MERENS LES VALS;87611525;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;233.0
Intercités de nuit à réservation obligatoire;MONTPELLIER SAINT-ROCH;87773002;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;MONTPELLIER SUD DE FRANCE;87688887;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;MONTPELLIER SUD DE FRANCE;87688887;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;MONTPELLIER SUD DE FRANCE;87688887;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;NICE VILLE;87756056;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;245.0
Intercités de nuit à réservation obligatoire;NAUCELLE;87615732;LES AUBRAIS;87543017;1;Tarif Normal;couchette;39.0;183.0
Intercités de nuit à réservation obligatoire;NIMES;87775007;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;NAUCELLE;87615732;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;209.0
Intercités de nuit à réservation obligatoire;ORTHEZ;87672253;LES AUBRAIS;87543017;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;NICE VILLE;87756056;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;245.0
Intercités de nuit à réservation obligatoire;ORTHEZ;87672253;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;NIMES;87775007;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;PARIS AUSTERLITZ;87547000;ANTIBES;87757674;1;Tarif Normal;couchette;39.0;245.0
Intercités de nuit à réservation obligatoire;PARIS AUSTERLITZ;87547000;AGDE;87781278;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;PARIS AUSTERLITZ;87547000;COLLIOURE;87784256;1;Tarif Normal;couchette;39.0;238.0
Intercités de nuit à réservation obligatoire;PARIS AUSTERLITZ;87547000;BANYULS SUR MER;87784298;1;Tarif Normal;couchette;39.0;238.0
Intercités de nuit à réservation obligatoire;PARIS AUSTERLITZ;87547000;FOIX;87611616;1;Tarif Normal;couchette;39.0;223.0
Intercités de nuit à réservation obligatoire;PARIS AUSTERLITZ;87547000;BAYONNE;87673004;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;PARIS AUSTERLITZ;87547000;ST DENIS PRES MARTEL;87594572;1;Tarif Normal;couchette;39.0;196.0
Intercités de nuit à réservation obligatoire;PARIS AUSTERLITZ;87547000;BRIANCON;87763607;1;Tarif Normal;couchette;39.0;220.0
Intercités de nuit à réservation obligatoire;PARIS AUSTERLITZ;87547000;VIVIEZ DECAZEVILLE;87613661;1;Tarif Normal;couchette;39.0;209.0
Intercités de nuit à réservation obligatoire;PARIS AUSTERLITZ;87547000;BRIVE LA GAILLARDE;87594002;1;Tarif Normal;couchette;39.0;196.0
Intercités de nuit à réservation obligatoire;PARIS BERCY;87686667;CAHORS;87613000;1;Tarif Normal;couchette;39.0;194.0
Intercités de nuit à réservation obligatoire;PARIS AUSTERLITZ;87547000;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;PARIS BERCY;87686667;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;PARIS AUSTERLITZ;87547000;PAMIERS;87611343;1;Tarif Normal;couchette;39.0;223.0
Intercités de nuit à réservation obligatoire;PARIS BERCY;87686667;VIVIEZ DECAZEVILLE;87613661;1;Tarif Normal;couchette;39.0;209.0
Intercités de nuit à réservation obligatoire;PARIS AUSTERLITZ;87547000;PERPIGNAN;87784009;1;Tarif Normal;couchette;39.0;238.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;PORT VENDRES VILLE;87784264;1;Tarif Normal;couchette;39.0;238.0
Intercités de nuit à réservation obligatoire;PARIS BERCY;87686667;AX LES THERMES;87611533;1;Tarif Normal;couchette;39.0;223.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;RODEZ;87613422;1;Tarif Normal;couchette;39.0;209.0
Intercités de nuit à réservation obligatoire;PARIS BERCY;87686667;CERBERE;87785006;1;Tarif Normal;couchette;39.0;238.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;PARIS BERCY;87686667;FOIX;87611616;1;Tarif Normal;couchette;39.0;223.0
Intercités de nuit à réservation obligatoire;PERPIGNAN;87784009;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;238.0
Intercités de nuit à réservation obligatoire;PARIS BERCY;87686667;PAMIERS;87611343;1;Tarif Normal;couchette;39.0;223.0
Intercités de nuit à réservation obligatoire;PORT BOU.;87785956;LES AUBRAIS;87543017;1;Tarif Normal;couchette;39.0;216.0
Intercités de nuit à réservation obligatoire;PARIS BERCY;87686667;PERPIGNAN;87784009;1;Tarif Normal;couchette;39.0;238.0
Intercités de nuit à réservation obligatoire;PORT BOU.;87785956;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;238.0
Intercités de nuit à réservation obligatoire;PARIS BERCY;87686667;ST DENIS PRES MARTEL;87594572;1;Tarif Normal;couchette;39.0;196.0
Intercités de nuit à réservation obligatoire;PORT LA NOUVELLE;87781062;LES AUBRAIS;87543017;1;Tarif Normal;couchette;39.0;225.0
Intercités de nuit à réservation obligatoire;PARIS BERCY;87686667;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;RIVESALTES;87784173;LES AUBRAIS;87543017;1;Tarif Normal;couchette;39.0;214.0
Intercités de nuit à réservation obligatoire;PARIS BERCY;87686667;TARBES;87671008;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;ROCAMADOUR PADIRAC;87613042;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;196.0
Intercités de nuit à réservation obligatoire;PARIS BERCY;87686667;VEYNES DEVOLUY;87763300;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;ST GAUDENS;87611137;LES AUBRAIS;87543017;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;PAMIERS;87611343;1;Tarif Normal;couchette;39.0;223.0
Intercités de nuit à réservation obligatoire;ST VINCENT DE TYROSSE;87673277;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;ST DENIS PRES MARTEL;87594572;1;Tarif Normal;couchette;39.0;196.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;TOULON;87755009;1;Tarif Normal;couchette;39.0;228.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;TOULOUSE MATABIAU;87611004;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;VEYNES DEVOLUY;87763300;1;Tarif Normal;couchette;39.0;212.0
Intercités de nuit à réservation obligatoire;PAU;87672006;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;PORT LA NOUVELLE;87781062;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;235.0
Intercités de nuit à réservation obligatoire;PORTE PUYMORENS;87611509;LES AUBRAIS;87543017;1;Tarif Normal;couchette;39.0;192.0
Intercités de nuit à réservation obligatoire;PORTE PUYMORENS;87611509;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;233.0
Intercités de nuit à réservation obligatoire;RIVESALTES;87784173;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;235.0
Intercités de nuit à réservation obligatoire;RIVESALTES;87784173;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;235.0
Intercités de nuit à réservation obligatoire;RIVESALTES;87784173;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;235.0
Intercités de nuit à réservation obligatoire;ROCAMADOUR PADIRAC;87613042;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;196.0
Intercités de nuit à réservation obligatoire;SAVERDUN;87611368;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;223.0
Intercités de nuit à réservation obligatoire;ST CHRISTOPHE;87613257;PARIS BERCY;87686667;1;Tarif Normal;couchette;39.0;209.0
Intercités de nuit à réservation obligatoire;ST GAUDENS;87611137;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;ST VINCENT DE TYROSSE;87673277;PARIS AUSTERLITZ;87547000;1;Tarif Normal;couchette;39.0;202.0
Intercités de nuit à réservation obligatoire;TARASCON SUR ARIEGE;87611590;LES AUBRAIS;87543017;1;Tarif Normal;couchette;39.0;192.0
Intercités de nuit à réservation obligatoire;TARASCON SUR ARIEGE;87611590;PARIS GARE DE LYON;87686006;1;Tarif Normal;couchette;39.0;223.0
Intercités de jour à réservation obligatoire;AGEN;87586008;ARLES;87753657;2;Tarif Normal;assise;19.0;70.0
Intercités de jour à réservation obligatoire;AGEN;87586008;BEZIERS;87781005;2;Tarif Normal;assise;15.0;45.0
Intercités de jour à réservation obligatoire;AGEN;87586008;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;assise;9.0;19.0
Intercités de jour à réservation obligatoire;AGEN;87586008;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;assise;19.0;55.0
Intercités de jour à réservation obligatoire;AGEN;87586008;TOULOUSE MATABIAU;87611004;2;Tarif Normal;assise;12.0;29.0
Intercités de jour à réservation obligatoire;ARGENTON SUR CREUSE;87597120;LES AUBRAIS;87543017;2;Tarif Normal;assise;10.0;34.0
Intercités de jour à réservation obligatoire;ARGENTON SUR CREUSE;87597120;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;assise;15.0;59.0
Intercités de jour à réservation obligatoire;ARGENTON SUR CREUSE;87597120;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;15.0;48.0
Intercités de jour à réservation obligatoire;ARLES;87753657;MARMANDE;87586545;2;Tarif Normal;assise;19.0;70.0
Intercités de jour à réservation obligatoire;ARLES;87753657;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;assise;19.0;65.0
Intercités de jour à réservation obligatoire;BEZIERS;87781005;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;assise;9.0;19.0
Intercités de jour à réservation obligatoire;BORDEAUX ST JEAN;87581009;NIMES;87775007;2;Tarif Normal;assise;19.0;85.0
Intercités de jour à réservation obligatoire;BORDEAUX ST JEAN;87581009;TOULOUSE MATABIAU;87611004;2;Tarif Normal;assise;15.0;45.0
Intercités de jour à réservation obligatoire;BRIVE LA GAILLARDE;87594002;CAUSSADE TARN ET GARONNE;87613356;2;Tarif Normal;assise;14.600000000000001;28.0
Intercités de jour à réservation obligatoire;BRIVE LA GAILLARDE;87594002;ISSOUDUN;87597062;2;Tarif Normal;assise;15.0;47.0
Intercités de jour à réservation obligatoire;BRIVE LA GAILLARDE;87594002;SOUILLAC;87594333;2;Tarif Normal;assise;6.300000000000001;12.100000000000001
Intercités de jour à réservation obligatoire;CARCASSONNE;87615286;MARMANDE;87586545;2;Tarif Normal;assise;15.0;45.0
Intercités de jour à réservation obligatoire;CARCASSONNE;87615286;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Normal;assise;12.0;35.0
Intercités de jour à réservation obligatoire;CARCASSONNE;87615286;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;assise;12.0;35.0
Intercités de jour à réservation obligatoire;CARCASSONNE;87615286;NIMES;87775007;2;Tarif Normal;assise;15.0;45.0
Intercités de jour à réservation obligatoire;CAUSSADE TARN ET GARONNE;87613356;CAHORS;87613000;2;Tarif Normal;assise;6.300000000000001;12.100000000000001
