Transporteur;Gare origine;Gare origine - code UIC;Gare destination;Gare destination - code UIC;Classe;Profil tarifaire;Type de place;Prix minimum;Prix maximum
Intercités de jour à réservation obligatoire;AGEN;87586008;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Normal;assise;19.0;55.0
Intercités de jour à réservation obligatoire;AGEN;87586008;BORDEAUX ST JEAN;87581009;2;Tarif Normal;assise;12.0;29.0
Intercités de jour à réservation obligatoire;ARGENTON SUR CREUSE;87597120;LA SOUTERRAINE;87592378;2;Tarif Normal;assise;7.2;14.0
Intercités de jour à réservation obligatoire;AGEN;87586008;NARBONNE;87781104;2;Tarif Normal;assise;15.0;45.0
Intercités de jour à réservation obligatoire;AGEN;87586008;CARCASSONNE;87615286;2;Tarif Normal;assise;15.0;45.0
Intercités de jour à réservation obligatoire;ARGENTON SUR CREUSE;87597120;PARIS BERCY;87686667;2;Tarif Normal;assise;15.0;48.0
Intercités de jour à réservation obligatoire;AGEN;87586008;SETE;87773200;2;Tarif Normal;assise;19.0;55.0
Intercités de jour à réservation obligatoire;AGEN;87586008;MARMANDE;87586545;2;Tarif Normal;assise;9.0;19.0
Intercités de jour à réservation obligatoire;ARGENTON SUR CREUSE;87597120;VIERZON VILLE;87576009;2;Tarif Normal;assise;10.8;20.5
Intercités de jour à réservation obligatoire;ARGENTON SUR CREUSE;87597120;CAHORS;87613000;2;Tarif Normal;assise;15.0;52.0
Intercités de jour à réservation obligatoire;AGEN;87586008;MARSEILLE ST CHARLES;87751008;2;Tarif Normal;assise;19.0;85.0
Intercités de jour à réservation obligatoire;ARLES;87753657;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Normal;assise;9.0;19.0
Intercités de jour à réservation obligatoire;ARLES;87753657;NARBONNE;87781104;2;Tarif Normal;assise;12.0;35.0
Intercités de jour à réservation obligatoire;AGEN;87586008;NIMES;87775007;2;Tarif Normal;assise;19.0;70.0
Intercités de jour à réservation obligatoire;ARLES;87753657;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;assise;9.0;19.0
Intercités de jour à réservation obligatoire;BEZIERS;87781005;SETE;87773200;2;Tarif Normal;assise;7.0;15.0
Intercités de jour à réservation obligatoire;ARGENTON SUR CREUSE;87597120;CAUSSADE TARN ET GARONNE;87613356;2;Tarif Normal;assise;15.0;56.0
Intercités de jour à réservation obligatoire;BEZIERS;87781005;CARCASSONNE;87615286;2;Tarif Normal;assise;9.0;19.0
Intercités de jour à réservation obligatoire;BORDEAUX ST JEAN;87581009;MARMANDE;87586545;2;Tarif Normal;assise;9.0;19.0
Intercités de jour à réservation obligatoire;ARGENTON SUR CREUSE;87597120;GOURDON;87613141;2;Tarif Normal;assise;15.0;47.0
Intercités de jour à réservation obligatoire;BEZIERS;87781005;MARSEILLE ST CHARLES;87751008;2;Tarif Normal;assise;15.0;45.0
Intercités de jour à réservation obligatoire;BORDEAUX ST JEAN;87581009;MARSEILLE ST CHARLES;87751008;2;Tarif Normal;assise;19.0;95.0
Intercités de jour à réservation obligatoire;ARGENTON SUR CREUSE;87597120;PARIS GARE DE LYON;87686006;2;Tarif Normal;assise;15.0;48.0
Intercités de jour à réservation obligatoire;BEZIERS;87781005;NIMES;87775007;2;Tarif Normal;assise;9.0;25.0
Intercités de jour à réservation obligatoire;BORDEAUX ST JEAN;87581009;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;assise;19.0;70.0
Intercités de jour à réservation obligatoire;ARGENTON SUR CREUSE;87597120;SOUILLAC;87594333;2;Tarif Normal;assise;10.0;42.0
Intercités de jour à réservation obligatoire;BRIVE LA GAILLARDE;87594002;ARGENTON SUR CREUSE;87597120;2;Tarif Normal;assise;10.0;38.0
Intercités de jour à réservation obligatoire;BORDEAUX ST JEAN;87581009;SETE;87773200;2;Tarif Normal;assise;19.0;70.0
Intercités de jour à réservation obligatoire;ARLES;87753657;MARSEILLE ST CHARLES;87751008;2;Tarif Normal;assise;9.0;25.0
Intercités de jour à réservation obligatoire;BRIVE LA GAILLARDE;87594002;CAHORS;87613000;2;Tarif Normal;assise;11.9;23.0
Intercités de jour à réservation obligatoire;BRIVE LA GAILLARDE;87594002;GOURDON;87613141;2;Tarif Normal;assise;8.200000000000001;15.5
Intercités de jour à réservation obligatoire;ARLES;87753657;SETE;87773200;2;Tarif Normal;assise;12.0;29.0
Intercités de jour à réservation obligatoire;BRIVE LA GAILLARDE;87594002;CHATEAUROUX;87597005;2;Tarif Normal;assise;15.0;42.0
Intercités de jour à réservation obligatoire;BRIVE LA GAILLARDE;87594002;LA SOUTERRAINE;87592378;2;Tarif Normal;assise;10.0;30.0
Intercités de jour à réservation obligatoire;ARLES;87753657;TOULOUSE MATABIAU;87611004;2;Tarif Normal;assise;19.0;55.0
Intercités de jour à réservation obligatoire;BRIVE LA GAILLARDE;87594002;LES AUBRAIS;87543017;2;Tarif Normal;assise;15.0;60.0
Intercités de jour à réservation obligatoire;CARCASSONNE;87615286;MARSEILLE ST CHARLES;87751008;2;Tarif Normal;assise;19.0;55.0
Intercités de jour à réservation obligatoire;BEZIERS;87781005;ARLES;87753657;2;Tarif Normal;assise;12.0;35.0
Intercités de jour à réservation obligatoire;BRIVE LA GAILLARDE;87594002;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;15.0;75.0
Intercités de jour à réservation obligatoire;CARCASSONNE;87615286;NARBONNE;87781104;2;Tarif Normal;assise;7.0;15.0
Intercités de jour à réservation obligatoire;BEZIERS;87781005;MARMANDE;87586545;2;Tarif Normal;assise;19.0;55.0
Intercités de jour à réservation obligatoire;BRIVE LA GAILLARDE;87594002;PARIS BERCY;87686667;2;Tarif Normal;assise;15.0;75.0
Intercités de jour à réservation obligatoire;CAUSSADE TARN ET GARONNE;87613356;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;assise;4.1000000000000005;7.800000000000001
Intercités de jour à réservation obligatoire;BEZIERS;87781005;TOULOUSE MATABIAU;87611004;2;Tarif Normal;assise;12.0;35.0
Intercités de jour à réservation obligatoire;BRIVE LA GAILLARDE;87594002;TOULOUSE MATABIAU;87611004;2;Tarif Normal;assise;15.0;39.0
Intercités de jour à réservation obligatoire;CAUSSADE TARN ET GARONNE;87613356;PARIS BERCY;87686667;2;Tarif Normal;assise;15.0;85.0
Intercités de jour à réservation obligatoire;BORDEAUX ST JEAN;87581009;ARLES;87753657;2;Tarif Normal;assise;19.0;85.0
Intercités de jour à réservation obligatoire;BRIVE LA GAILLARDE;87594002;VIERZON VILLE;87576009;2;Tarif Normal;assise;15.0;51.0
Intercités de jour à réservation obligatoire;CHATEAUROUX;87597005;CAUSSADE TARN ET GARONNE;87613356;2;Tarif Normal;assise;15.0;60.0
Intercités de jour à réservation obligatoire;BORDEAUX ST JEAN;87581009;BEZIERS;87781005;2;Tarif Normal;assise;19.0;70.0
Intercités de jour à réservation obligatoire;CAUSSADE TARN ET GARONNE;87613356;LA SOUTERRAINE;87592378;2;Tarif Normal;assise;15.0;51.0
Intercités de jour à réservation obligatoire;CHATEAUROUX;87597005;PARIS GARE DE LYON;87686006;2;Tarif Normal;assise;15.0;44.0
Intercités de jour à réservation obligatoire;BORDEAUX ST JEAN;87581009;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;assise;12.0;35.0
Intercités de jour à réservation obligatoire;CAUSSADE TARN ET GARONNE;87613356;TOULOUSE MATABIAU;87611004;2;Tarif Normal;assise;9.4;18.0
Intercités de jour à réservation obligatoire;CLERMONT FERRAND;87734004;MOULINS SUR ALLIER;87696328;2;Tarif Normal;assise;12.4;24.0
Intercités de jour à réservation obligatoire;BORDEAUX ST JEAN;87581009;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Normal;assise;19.0;70.0
Intercités de jour à réservation obligatoire;CHATEAUROUX;87597005;CAHORS;87613000;2;Tarif Normal;assise;15.0;55.0
Intercités de jour à réservation obligatoire;CLERMONT FERRAND;87734004;NEVERS;87696005;2;Tarif Normal;assise;10.0;33.0
Intercités de jour à réservation obligatoire;BORDEAUX ST JEAN;87581009;NARBONNE;87781104;2;Tarif Normal;assise;19.0;65.0
Intercités de jour à réservation obligatoire;CLERMONT FERRAND;87734004;RIOM CHATEL GUYON;87734053;2;Tarif Normal;assise;2.8000000000000003;5.4
Intercités de jour à réservation obligatoire;GOURDON;87613141;LA SOUTERRAINE;87592378;2;Tarif Normal;assise;10.0;40.0
Intercités de jour à réservation obligatoire;BRIVE LA GAILLARDE;87594002;PARIS GARE DE LYON;87686006;2;Tarif Normal;assise;15.0;75.0
Intercités de jour à réservation obligatoire;GOURDON;87613141;CAHORS;87613000;2;Tarif Normal;assise;6.5;12.700000000000001
Intercités de jour à réservation obligatoire;GOURDON;87613141;LES AUBRAIS;87543017;2;Tarif Normal;assise;20.0;69.0
Intercités de jour à réservation obligatoire;CARCASSONNE;87615286;ARLES;87753657;2;Tarif Normal;assise;15.0;45.0
Intercités de jour à réservation obligatoire;GOURDON;87613141;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;15.0;77.0
Intercités de jour à réservation obligatoire;GOURDON;87613141;PARIS BERCY;87686667;2;Tarif Normal;assise;15.0;77.0
Intercités de jour à réservation obligatoire;CARCASSONNE;87615286;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;assise;12.0;29.0
Intercités de jour à réservation obligatoire;GOURDON;87613141;PARIS GARE DE LYON;87686006;2;Tarif Normal;assise;15.0;77.0
Intercités de jour à réservation obligatoire;GOURDON;87613141;VIERZON VILLE;87576009;2;Tarif Normal;assise;15.0;57.0
Intercités de jour à réservation obligatoire;CAUSSADE TARN ET GARONNE;87613356;LES AUBRAIS;87543017;2;Tarif Normal;assise;25.0;77.0
Intercités de jour à réservation obligatoire;ISSOUDUN;87597062;CAHORS;87613000;2;Tarif Normal;assise;15.0;59.0
Intercités de jour à réservation obligatoire;ISSOUDUN;87597062;ARGENTON SUR CREUSE;87597120;2;Tarif Normal;assise;8.200000000000001;15.5
Intercités de jour à réservation obligatoire;CAUSSADE TARN ET GARONNE;87613356;SOUILLAC;87594333;2;Tarif Normal;assise;11.9;23.0
Intercités de jour à réservation obligatoire;ISSOUDUN;87597062;CAUSSADE TARN ET GARONNE;87613356;2;Tarif Normal;assise;20.0;64.0
Intercités de jour à réservation obligatoire;ISSOUDUN;87597062;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;15.0;40.0
Intercités de jour à réservation obligatoire;CAUSSADE TARN ET GARONNE;87613356;VIERZON VILLE;87576009;2;Tarif Normal;assise;20.0;69.0
Intercités de jour à réservation obligatoire;ISSOUDUN;87597062;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;assise;20.0;68.0
Intercités de jour à réservation obligatoire;ISSOUDUN;87597062;SOUILLAC;87594333;2;Tarif Normal;assise;15.0;51.0
Intercités de jour à réservation obligatoire;CHATEAUROUX;87597005;ARGENTON SUR CREUSE;87597120;2;Tarif Normal;assise;5.6000000000000005;10.8
Intercités de jour à réservation obligatoire;ISSOUDUN;87597062;PARIS GARE DE LYON;87686006;2;Tarif Normal;assise;15.0;40.0
Intercités de jour à réservation obligatoire;LA SOUTERRAINE;87592378;PARIS BERCY;87686667;2;Tarif Normal;assise;15.0;54.0
Intercités de jour à réservation obligatoire;CHATEAUROUX;87597005;LES AUBRAIS;87543017;2;Tarif Normal;assise;14.9;29.0
Intercités de jour à réservation obligatoire;LA SOUTERRAINE;87592378;VIERZON VILLE;87576009;2;Tarif Normal;assise;13.3;28.0
Intercités de jour à réservation obligatoire;LES AUBRAIS;87543017;CAHORS;87613000;2;Tarif Normal;assise;20.0;74.0
Intercités de jour à réservation obligatoire;CHATEAUROUX;87597005;TOULOUSE MATABIAU;87611004;2;Tarif Normal;assise;15.0;70.0
Intercités de jour à réservation obligatoire;LES AUBRAIS;87543017;LA SOUTERRAINE;87592378;2;Tarif Normal;assise;10.0;40.0
Intercités de jour à réservation obligatoire;LES AUBRAIS;87543017;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;assise;25.0;80.0
Intercités de jour à réservation obligatoire;CLERMONT FERRAND;87734004;PARIS BERCY;87686667;2;Tarif Normal;assise;15.0;65.0
Intercités de jour à réservation obligatoire;LES AUBRAIS;87543017;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;13.5;25.0
Intercités de jour à réservation obligatoire;LES AUBRAIS;87543017;VIERZON VILLE;87576009;2;Tarif Normal;assise;9.9;19.0
Intercités de jour à réservation obligatoire;CLERMONT FERRAND;87734004;ST GERMAIN DES FOSSES;87732206;2;Tarif Normal;assise;8.8;17.0
Intercités de jour à réservation obligatoire;LES AUBRAIS;87543017;PARIS BERCY;87686667;2;Tarif Normal;assise;13.5;25.0
Intercités de jour à réservation obligatoire;LIMOGES BENEDICTINS;87592006;CHATEAUROUX;87597005;2;Tarif Normal;assise;13.3;28.0
Intercités de jour à réservation obligatoire;GOURDON;87613141;TOULOUSE MATABIAU;87611004;2;Tarif Normal;assise;10.0;30.0
Intercités de jour à réservation obligatoire;LIMOGES BENEDICTINS;87592006;ARGENTON SUR CREUSE;87597120;2;Tarif Normal;assise;12.4;24.0
Intercités de jour à réservation obligatoire;LIMOGES BENEDICTINS;87592006;LA SOUTERRAINE;87592378;2;Tarif Normal;assise;8.200000000000001;15.5
Intercités de jour à réservation obligatoire;ISSOUDUN;87597062;PARIS BERCY;87686667;2;Tarif Normal;assise;15.0;40.0
Intercités de jour à réservation obligatoire;LIMOGES BENEDICTINS;87592006;LES AUBRAIS;87543017;2;Tarif Normal;assise;15.0;50.0
Intercités de jour à réservation obligatoire;LIMOGES BENEDICTINS;87592006;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;assise;15.0;47.0
Intercités de jour à réservation obligatoire;ISSOUDUN;87597062;VIERZON VILLE;87576009;2;Tarif Normal;assise;6.0;11.5
Intercités de jour à réservation obligatoire;MARMANDE;87586545;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;assise;12.0;29.0
Intercités de jour à réservation obligatoire;LIMOGES BENEDICTINS;87592006;PARIS BERCY;87686667;2;Tarif Normal;assise;15.0;65.0
Intercités de jour à réservation obligatoire;LA SOUTERRAINE;87592378;TOULOUSE MATABIAU;87611004;2;Tarif Normal;assise;15.0;60.0
Intercités de jour à réservation obligatoire;MARMANDE;87586545;TOULOUSE MATABIAU;87611004;2;Tarif Normal;assise;12.0;35.0
Intercités de jour à réservation obligatoire;MARSEILLE ST CHARLES;87751008;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;assise;19.0;70.0
Intercités de jour à réservation obligatoire;LES AUBRAIS;87543017;SOUILLAC;87594333;2;Tarif Normal;assise;20.0;67.0
Intercités de jour à réservation obligatoire;MONTAUBAN VILLE BOURBON;87611244;SETE;87773200;2;Tarif Normal;assise;15.0;45.0
Intercités de jour à réservation obligatoire;MARSEILLE ST CHARLES;87751008;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;assise;12.0;35.0
Intercités de jour à réservation obligatoire;LES AUBRAIS;87543017;TOULOUSE MATABIAU;87611004;2;Tarif Normal;assise;15.0;84.0
Intercités de jour à réservation obligatoire;MONTAUBAN VILLE BOURBON;87611244;VIERZON VILLE;87576009;2;Tarif Normal;assise;20.0;72.0
Intercités de jour à réservation obligatoire;MARSEILLE ST CHARLES;87751008;SETE;87773200;2;Tarif Normal;assise;15.0;45.0
Intercités de jour à réservation obligatoire;LIMOGES BENEDICTINS;87592006;CAHORS;87613000;2;Tarif Normal;assise;10.0;38.0
Intercités de jour à réservation obligatoire;MONTPELLIER SAINT-ROCH;87773002;TOULOUSE MATABIAU;87611004;2;Tarif Normal;assise;19.0;45.0
Intercités de jour à réservation obligatoire;MONTAUBAN VILLE BOURBON;87611244;CAHORS;87613000;2;Tarif Normal;assise;8.3;16.0
Intercités de jour à réservation obligatoire;LIMOGES BENEDICTINS;87592006;PARIS GARE DE LYON;87686006;2;Tarif Normal;assise;15.0;65.0
Intercités de jour à réservation obligatoire;NARBONNE;87781104;TOULOUSE MATABIAU;87611004;2;Tarif Normal;assise;12.0;35.0
Intercités de jour à réservation obligatoire;MONTPELLIER SAINT-ROCH;87773002;MARMANDE;87586545;2;Tarif Normal;assise;19.0;70.0
Intercités de jour à réservation obligatoire;MARSEILLE ST CHARLES;87751008;MARMANDE;87586545;2;Tarif Normal;assise;19.0;85.0
Intercités de jour à réservation obligatoire;NEVERS;87696005;ST GERMAIN DES FOSSES;87732206;2;Tarif Normal;assise;12.100000000000001;23.5
Intercités de jour à réservation obligatoire;NARBONNE;87781104;SETE;87773200;2;Tarif Normal;assise;9.0;19.0
Intercités de jour à réservation obligatoire;MONTAUBAN VILLE BOURBON;87611244;NARBONNE;87781104;2;Tarif Normal;assise;15.0;45.0
Intercités de jour à réservation obligatoire;PARIS AUSTERLITZ;87547000;ST GERMAIN DES FOSSES;87732206;2;Tarif Normal;assise;15.0;57.0
Intercités de jour à réservation obligatoire;NEVERS;87696005;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;15.0;43.0
Intercités de jour à réservation obligatoire;MONTPELLIER SUD DE FRANCE;87688887;NARBONNE;87781104;2;Tarif Normal;assise;12.0;29.0
Intercités de jour à réservation obligatoire;PARIS BERCY;87686667;SOUILLAC;87594333;2;Tarif Normal;assise;15.0;76.0
Intercités de jour à réservation obligatoire;NIMES;87775007;ARLES;87753657;2;Tarif Normal;assise;7.0;15.0
Intercités de jour à réservation obligatoire;NIMES;87775007;MARMANDE;87586545;2;Tarif Normal;assise;19.0;70.0
Intercités de jour à réservation obligatoire;PARIS BERCY;87686667;VIERZON VILLE;87576009;2;Tarif Normal;assise;15.0;35.0
Intercités de jour à réservation obligatoire;NIMES;87775007;MARSEILLE ST CHARLES;87751008;2;Tarif Normal;assise;12.0;29.0
Intercités de jour à réservation obligatoire;NIMES;87775007;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;assise;19.0;55.0
Intercités de jour à réservation obligatoire;PARIS GARE DE LYON;87686006;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;assise;15.0;87.0
Intercités de jour à réservation obligatoire;NIMES;87775007;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Normal;assise;7.0;15.0
Intercités de jour à réservation obligatoire;PARIS AUSTERLITZ;87547000;TOULOUSE MATABIAU;87611004;2;Tarif Normal;assise;15.0;91.0
Intercités de jour à réservation obligatoire;PARIS GARE DE LYON;87686006;VICHY;87732008;2;Tarif Normal;assise;15.0;57.0
Intercités de jour à réservation obligatoire;NIMES;87775007;NARBONNE;87781104;2;Tarif Normal;assise;12.0;29.0
Intercités de jour à réservation obligatoire;PARIS BERCY;87686667;CAHORS;87613000;2;Tarif Normal;assise;15.0;81.0
Intercités de jour à réservation obligatoire;PARIS GARE DE LYON;87686006;VIERZON VILLE;87576009;2;Tarif Normal;assise;15.0;35.0
Intercités de jour à réservation obligatoire;PARIS AUSTERLITZ;87547000;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;assise;15.0;87.0
Intercités de jour à réservation obligatoire;PARIS BERCY;87686667;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;assise;15.0;87.0
Intercités de jour à réservation obligatoire;RIOM CHATEL GUYON;87734053;SAINCAIZE;87696260;2;Tarif Normal;assise;10.0;30.0
Intercités de jour à réservation obligatoire;PARIS AUSTERLITZ;87547000;RIOM CHATEL GUYON;87734053;2;Tarif Normal;assise;15.0;65.0
Intercités de jour à réservation obligatoire;PARIS BERCY;87686667;MOULINS SUR ALLIER;87696328;2;Tarif Normal;assise;15.0;52.0
Intercités de jour à réservation obligatoire;ST GERMAIN DES FOSSES;87732206;MOULINS SUR ALLIER;87696328;2;Tarif Normal;assise;6.300000000000001;12.100000000000001
Intercités de jour à réservation obligatoire;PARIS AUSTERLITZ;87547000;SAINCAIZE;87696260;2;Tarif Normal;assise;15.0;46.0
Intercités de jour à réservation obligatoire;PARIS BERCY;87686667;RIOM CHATEL GUYON;87734053;2;Tarif Normal;assise;15.0;65.0
Intercités de jour à réservation obligatoire;UZERCHE;87594200;LA SOUTERRAINE;87592378;2;Tarif Normal;assise;13.0;25.0
Intercités de jour à réservation obligatoire;PARIS AUSTERLITZ;87547000;VICHY;87732008;2;Tarif Normal;assise;15.0;57.0
Intercités de jour à réservation obligatoire;PARIS GARE DE LYON;87686006;CAHORS;87613000;2;Tarif Normal;assise;15.0;81.0
Intercités de jour à réservation obligatoire;VIERZON VILLE;87576009;TOULOUSE MATABIAU;87611004;2;Tarif Normal;assise;15.0;77.0
Intercités de jour à réservation obligatoire;PARIS BERCY;87686667;SAINCAIZE;87696260;2;Tarif Normal;assise;15.0;46.0
Intercités de jour à réservation obligatoire;PARIS GARE DE LYON;87686006;SAINCAIZE;87696260;2;Tarif Normal;assise;15.0;46.0
Intercités de jour à réservation obligatoire;AGEN;87586008;ARLES;87753657;1;Tarif Normal;assise;23.0;103.0
Intercités de jour à réservation obligatoire;PARIS GARE DE LYON;87686006;RIOM CHATEL GUYON;87734053;2;Tarif Normal;assise;15.0;65.0
Intercités de jour à réservation obligatoire;RIOM CHATEL GUYON;87734053;ST GERMAIN DES FOSSES;87732206;2;Tarif Normal;assise;7.2;14.0
Intercités de jour à réservation obligatoire;ARGENTON SUR CREUSE;87597120;LES AUBRAIS;87543017;1;Tarif Normal;assise;13.0;55.0
Intercités de jour à réservation obligatoire;PARIS GARE DE LYON;87686006;ST GERMAIN DES FOSSES;87732206;2;Tarif Normal;assise;15.0;57.0
Intercités de jour à réservation obligatoire;SETE;87773200;TOULOUSE MATABIAU;87611004;2;Tarif Normal;assise;15.0;45.0
Intercités de jour à réservation obligatoire;ARLES;87753657;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;assise;23.0;98.0
Intercités de jour à réservation obligatoire;RIOM CHATEL GUYON;87734053;VICHY;87732008;2;Tarif Normal;assise;6.300000000000001;12.100000000000001
Intercités de jour à réservation obligatoire;ST GERMAIN DES FOSSES;87732206;SAINCAIZE;87696260;2;Tarif Normal;assise;10.0;23.5
Intercités de jour à réservation obligatoire;BEZIERS;87781005;ARLES;87753657;1;Tarif Normal;assise;15.0;56.0
Intercités de jour à réservation obligatoire;SAINCAIZE;87696260;MOULINS SUR ALLIER;87696328;2;Tarif Normal;assise;8.1;15.5
Intercités de jour à réservation obligatoire;UZERCHE;87594200;BRIVE LA GAILLARDE;87594002;2;Tarif Normal;assise;6.5;12.700000000000001
Intercités de jour à réservation obligatoire;BEZIERS;87781005;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;assise;11.0;29.0
Intercités de jour à réservation obligatoire;SOUILLAC;87594333;VIERZON VILLE;87576009;2;Tarif Normal;assise;15.0;55.0
Intercités de jour à réservation obligatoire;UZERCHE;87594200;CHATEAUROUX;87597005;2;Tarif Normal;assise;10.0;36.0
Intercités de jour à réservation obligatoire;BEZIERS;87781005;NIMES;87775007;1;Tarif Normal;assise;11.0;35.0
Intercités de jour à réservation obligatoire;UZERCHE;87594200;CAHORS;87613000;2;Tarif Normal;assise;14.600000000000001;28.0
Intercités de jour à réservation obligatoire;UZERCHE;87594200;TOULOUSE MATABIAU;87611004;2;Tarif Normal;assise;10.0;45.0
Intercités de jour à réservation obligatoire;BORDEAUX ST JEAN;87581009;NARBONNE;87781104;1;Tarif Normal;assise;23.0;98.0
Intercités de jour à réservation obligatoire;UZERCHE;87594200;CAUSSADE TARN ET GARONNE;87613356;2;Tarif Normal;assise;10.0;34.0
Intercités de jour à réservation obligatoire;AGEN;87586008;MARSEILLE ST CHARLES;87751008;1;Tarif Normal;assise;24.0;128.0
Intercités de jour à réservation obligatoire;BRIVE LA GAILLARDE;87594002;CAHORS;87613000;1;Tarif Normal;assise;13.9;33.0
Intercités de jour à réservation obligatoire;UZERCHE;87594200;ISSOUDUN;87597062;2;Tarif Normal;assise;10.0;40.0
Intercités de jour à réservation obligatoire;AGEN;87586008;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;assise;11.0;29.0
Intercités de jour à réservation obligatoire;BRIVE LA GAILLARDE;87594002;CHATEAUROUX;87597005;1;Tarif Normal;assise;18.0;63.0
Intercités de jour à réservation obligatoire;UZERCHE;87594200;LIMOGES BENEDICTINS;87592006;2;Tarif Normal;assise;8.200000000000001;15.5
Intercités de jour à réservation obligatoire;AGEN;87586008;NARBONNE;87781104;1;Tarif Normal;assise;18.0;66.0
Intercités de jour à réservation obligatoire;BRIVE LA GAILLARDE;87594002;PARIS AUSTERLITZ;87547000;1;Tarif Normal;assise;19.0;108.0
Intercités de jour à réservation obligatoire;UZERCHE;87594200;VIERZON VILLE;87576009;2;Tarif Normal;assise;15.0;47.0
Intercités de jour à réservation obligatoire;ARGENTON SUR CREUSE;87597120;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;24.0;100.0
Intercités de jour à réservation obligatoire;BRIVE LA GAILLARDE;87594002;SOUILLAC;87594333;1;Tarif Normal;assise;8.3;22.0
Intercités de jour à réservation obligatoire;AGEN;87586008;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;14.0;39.0
Intercités de jour à réservation obligatoire;ARGENTON SUR CREUSE;87597120;VIERZON VILLE;87576009;1;Tarif Normal;assise;12.8;30.0
Intercités de jour à réservation obligatoire;CARCASSONNE;87615286;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;assise;14.0;39.0
Intercités de jour à réservation obligatoire;ARGENTON SUR CREUSE;87597120;PARIS BERCY;87686667;1;Tarif Normal;assise;18.0;69.0
Intercités de jour à réservation obligatoire;BEZIERS;87781005;CARCASSONNE;87615286;1;Tarif Normal;assise;11.0;29.0
Intercités de jour à réservation obligatoire;CAUSSADE TARN ET GARONNE;87613356;LA SOUTERRAINE;87592378;1;Tarif Normal;assise;18.0;72.0
Intercités de jour à réservation obligatoire;ARGENTON SUR CREUSE;87597120;SOUILLAC;87594333;1;Tarif Normal;assise;13.0;63.0
Intercités de jour à réservation obligatoire;BEZIERS;87781005;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Normal;assise;11.0;29.0
Intercités de jour à réservation obligatoire;CAUSSADE TARN ET GARONNE;87613356;LES AUBRAIS;87543017;1;Tarif Normal;assise;29.0;110.0
Intercités de jour à réservation obligatoire;ARLES;87753657;MARMANDE;87586545;1;Tarif Normal;assise;24.0;113.0
Intercités de jour à réservation obligatoire;BEZIERS;87781005;SETE;87773200;1;Tarif Normal;assise;9.0;25.0
Intercités de jour à réservation obligatoire;CAUSSADE TARN ET GARONNE;87613356;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;assise;6.1000000000000005;17.5
Intercités de jour à réservation obligatoire;BEZIERS;87781005;MARMANDE;87586545;1;Tarif Normal;assise;23.0;88.0
Intercités de jour à réservation obligatoire;BEZIERS;87781005;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;15.0;56.0
Intercités de jour à réservation obligatoire;CAUSSADE TARN ET GARONNE;87613356;PARIS GARE DE LYON;87686006;1;Tarif Normal;assise;19.0;118.0
Intercités de jour à réservation obligatoire;BEZIERS;87781005;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;assise;18.0;66.0
Intercités de jour à réservation obligatoire;BORDEAUX ST JEAN;87581009;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;assise;15.0;56.0
Intercités de jour à réservation obligatoire;CAUSSADE TARN ET GARONNE;87613356;SOUILLAC;87594333;1;Tarif Normal;assise;13.9;33.0
Intercités de jour à réservation obligatoire;BORDEAUX ST JEAN;87581009;ARLES;87753657;1;Tarif Normal;assise;24.0;128.0
